AQI,Humidity,Temperature,Pressure,GasResistance,RSSI,Timestamp,Location
51.85,61.75,23.4,1009.27,189.97,-111,2026-01-20T21:19:28.182236,Hostel Area
42.59,61.84,23.39,1009.28,189.2,-113,2026-01-20T21:19:32.540397,Hostel Area
24.07,61.89,23.37,1009.29,189.75,-110,2026-01-20T21:19:36.897336,Hostel Area
24.07,61.95,23.36,1009.28,189.64,-108,2026-01-20T21:19:41.254007,Hostel Area
33.33,62.0,23.35,1009.27,188.44,-107,2026-01-20T21:19:45.610847,Hostel Area
33.33,62.05,23.35,1009.28,189.2,-107,2026-01-20T21:19:49.967554,Hostel Area
14.81,62.13,23.35,1009.28,186.19,-108,2026-01-20T21:19:54.325415,Hostel Area
24.07,62.35,23.35,1009.3,187.68,-108,2026-01-20T21:19:58.682539,Hostel Area
33.33,62.41,23.36,1009.28,187.36,-106,2026-01-20T21:20:03.039715,Hostel Area
24.07,62.48,23.36,1009.29,186.19,-102,2026-01-20T21:20:07.397906,Hostel Area
14.81,62.49,23.38,1009.3,185.76,-100,2026-01-20T21:20:11.754146,Hostel Area
42.59,62.57,23.39,1009.29,185.97,-100,2026-01-20T21:20:16.111798,Hostel Area
24.07,62.63,23.4,1009.3,185.87,-100,2026-01-20T21:20:20.468225,Hostel Area
33.33,62.51,23.42,1009.29,186.08,-104,2026-01-20T21:20:24.824662,Hostel Area
33.33,62.51,23.42,1009.29,186.08,-115,2026-01-20T21:20:29.182445,Hostel Area
24.07,62.17,23.46,1009.29,186.82,-103,2026-01-20T21:20:33.540048,Hostel Area
33.33,62.08,23.47,1009.31,185.87,-104,2026-01-20T21:20:37.897246,Hostel Area
42.59,62.02,23.48,1009.33,187.25,-111,2026-01-20T21:20:42.254920,Hostel Area
14.81,62.01,23.48,1009.32,185.76,-104,2026-01-20T21:20:46.611478,Hostel Area
33.33,62.07,23.49,1009.31,158.63,-110,2026-01-20T21:20:50.967661,Hostel Area
51.85,62.53,23.49,1009.38,163.63,-106,2026-01-20T21:20:55.324984,Hostel Area
51.85,62.84,23.5,1009.39,165.09,-103,2026-01-20T21:20:59.681928,Hostel Area
51.85,63.07,23.5,1009.38,164.93,-103,2026-01-20T21:21:04.040096,Hostel Area
33.33,63.37,23.51,1009.39,161.56,-103,2026-01-20T21:21:08.397046,Hostel Area
51.85,63.67,23.53,1009.38,160.63,-101,2026-01-20T21:21:12.753965,Hostel Area
51.85,63.75,23.54,1009.39,161.41,-102,2026-01-20T21:21:17.110410,Hostel Area
42.59,63.73,23.56,1009.38,162.2,-101,2026-01-20T21:21:21.468157,Hostel Area
51.85,63.59,23.58,1009.38,162.83,-103,2026-01-20T21:21:25.825896,Hostel Area
51.85,63.48,23.59,1009.36,162.04,-101,2026-01-20T21:21:30.182724,Hostel Area
42.59,63.43,23.61,1009.37,162.67,-101,2026-01-20T21:21:34.539913,Hostel Area
51.85,63.41,23.62,1009.37,162.67,-102,2026-01-20T21:21:38.896910,Hostel Area
42.59,63.5,23.63,1009.38,163.79,-103,2026-01-20T21:21:43.254529,Hostel Area
51.85,63.62,23.64,1009.37,162.83,-102,2026-01-20T21:21:47.611332,Hostel Area
51.85,63.71,23.66,1009.38,162.51,-102,2026-01-20T21:21:51.968528,Hostel Area
79.63,63.64,23.66,1009.39,162.35,-102,2026-01-20T21:21:56.324664,Hostel Area
61.11,63.5,23.67,1009.39,163.95,-100,2026-01-20T21:22:00.682106,Hostel Area
33.33,63.41,23.68,1009.38,165.42,-102,2026-01-20T21:22:05.039159,Hostel Area
61.11,63.33,23.69,1009.38,165.09,-100,2026-01-20T21:22:09.396875,Hostel Area
51.85,63.26,23.7,1009.38,165.59,-100,2026-01-20T21:22:13.754262,Hostel Area
61.11,63.12,23.71,1009.38,167.59,-100,2026-01-20T21:22:18.110662,Hostel Area
70.37,62.96,23.72,1009.38,166.75,-100,2026-01-20T21:22:22.467396,Hostel Area
51.85,63.16,23.74,1009.38,164.93,-100,2026-01-20T21:22:26.825025,Hostel Area
70.37,63.26,23.74,1009.38,166.42,-100,2026-01-20T21:22:31.313591,Hostel Area
61.11,63.1,23.75,1009.39,165.42,-99,2026-01-20T21:22:35.670230,Hostel Area
51.85,62.96,23.76,1009.37,167.25,-100,2026-01-20T21:22:40.028458,Hostel Area
51.85,62.94,23.77,1009.39,162.2,-99,2026-01-20T21:22:44.384503,Hostel Area
51.85,63.13,23.78,1009.39,162.67,-99,2026-01-20T21:22:48.741416,Hostel Area
42.59,63.17,23.79,1009.39,163.31,-99,2026-01-20T21:22:53.099414,Hostel Area
61.11,63.23,23.8,1009.38,162.67,-99,2026-01-20T21:22:57.457681,Hostel Area
70.37,63.37,23.81,1009.38,159.85,-100,2026-01-20T21:23:01.814198,Hostel Area
42.59,63.63,23.82,1009.38,158.79,-99,2026-01-20T21:23:06.175162,Hostel Area
51.85,63.75,23.83,1009.39,162.2,-99,2026-01-20T21:23:10.530298,Hostel Area
33.33,63.69,23.84,1009.38,158.79,-98,2026-01-20T21:23:14.888262,Hostel Area
51.85,63.81,23.85,1009.38,156.99,-99,2026-01-20T21:23:19.242920,Hostel Area
42.59,64.01,23.86,1009.39,158.18,-99,2026-01-20T21:23:23.603023,Hostel Area
51.85,64.07,23.87,1009.38,158.79,-99,2026-01-20T21:23:27.956796,Hostel Area
51.85,63.98,23.87,1009.38,157.58,-99,2026-01-20T21:23:32.313414,Hostel Area
42.59,63.82,23.88,1009.38,158.94,-99,2026-01-20T21:23:36.671086,Hostel Area
33.33,63.77,23.89,1009.38,158.33,-99,2026-01-20T21:23:41.026936,Hostel Area
51.85,63.85,23.9,1009.38,157.58,-99,2026-01-20T21:23:45.384925,Hostel Area
51.85,63.99,23.91,1009.39,157.88,-98,2026-01-20T21:23:49.742149,Hostel Area
51.85,64.05,23.91,1009.38,158.48,-99,2026-01-20T21:23:54.099359,Hostel Area
51.85,64.02,23.92,1009.37,158.63,-99,2026-01-20T21:23:58.456907,Hostel Area
42.59,63.79,23.92,1009.39,164.28,-99,2026-01-20T21:24:02.812698,Hostel Area
42.59,63.36,23.93,1009.38,164.93,-99,2026-01-20T21:24:07.170543,Hostel Area
42.59,63.02,23.93,1009.37,163.47,-99,2026-01-20T21:24:11.527173,Hostel Area
33.33,62.9,23.94,1009.37,164.28,-99,2026-01-20T21:24:15.885256,Hostel Area
51.85,62.83,23.94,1009.38,164.12,-99,2026-01-20T21:24:20.241976,Hostel Area
51.85,62.87,23.95,1009.38,164.44,-100,2026-01-20T21:24:24.599976,Hostel Area
61.11,63.01,23.96,1009.37,163.15,-99,2026-01-20T21:24:28.956823,Hostel Area
42.59,62.97,23.96,1009.37,166.42,-99,2026-01-20T21:24:33.313155,Hostel Area
51.85,62.94,23.97,1009.36,163.31,-99,2026-01-20T21:24:37.670108,Hostel Area
42.59,62.92,23.98,1009.38,163.63,-99,2026-01-20T21:24:42.027377,Hostel Area
33.33,62.84,23.99,1009.37,164.44,-99,2026-01-20T21:24:46.385313,Hostel Area
42.59,62.74,23.99,1009.36,163.79,-99,2026-01-20T21:24:50.741776,Hostel Area
51.85,62.7,24.0,1009.38,159.7,-101,2026-01-20T21:24:55.098918,Hostel Area
70.37,62.72,24.01,1009.38,161.88,-100,2026-01-20T21:24:59.456314,Hostel Area
70.37,62.84,24.02,1009.36,160.01,-98,2026-01-20T21:25:03.813505,Hostel Area
51.85,63.23,24.02,1009.36,159.55,-99,2026-01-20T21:25:08.170589,Hostel Area
181.48,63.32,24.03,1009.36,159.4,-101,2026-01-20T21:25:12.528077,Hostel Area
144.44,63.27,24.03,1009.36,159.55,-102,2026-01-20T21:25:16.886173,Hostel Area
162.96,63.23,24.03,1009.37,160.32,-102,2026-01-20T21:25:21.242905,Hostel Area
144.44,63.15,24.04,1009.37,160.32,-101,2026-01-20T21:25:25.599234,Hostel Area
42.59,63.21,24.04,1009.37,160.63,-101,2026-01-20T21:25:29.956241,Hostel Area
33.33,63.45,24.05,1009.37,158.03,-100,2026-01-20T21:25:34.313789,Hostel Area
14.81,63.67,24.06,1009.38,159.09,-100,2026-01-20T21:25:38.670249,Hostel Area
33.33,63.63,24.06,1009.37,159.09,-100,2026-01-20T21:25:43.027632,Hostel Area
24.07,63.6,24.06,1009.37,159.24,-100,2026-01-20T21:25:47.384697,Hostel Area
33.33,63.42,24.07,1009.36,164.93,-100,2026-01-20T21:25:51.741681,Hostel Area
24.07,63.04,24.07,1009.36,164.93,-102,2026-01-20T21:25:56.099546,Hostel Area
0.0,62.74,24.07,1009.37,162.67,-102,2026-01-20T21:26:00.455855,Hostel Area
33.33,62.69,24.08,1009.38,163.63,-100,2026-01-20T21:26:04.813165,Hostel Area
14.81,62.59,24.08,1009.36,165.09,-100,2026-01-20T21:26:09.170249,Hostel Area
33.33,62.51,24.08,1009.37,164.77,-100,2026-01-20T21:26:13.527812,Hostel Area
33.33,62.4,24.09,1009.37,163.79,-100,2026-01-20T21:26:17.884882,Hostel Area
33.33,62.35,24.09,1009.36,162.83,-100,2026-01-20T21:26:22.241564,Hostel Area
24.07,62.5,24.09,1009.37,160.78,-101,2026-01-20T21:26:26.598937,Hostel Area
33.33,62.72,24.1,1009.37,157.88,-101,2026-01-20T21:26:30.955587,Hostel Area
14.81,63.1,24.11,1009.37,158.48,-101,2026-01-20T21:26:35.312715,Hostel Area
51.85,63.37,24.11,1009.37,158.03,-101,2026-01-20T21:26:39.669916,Hostel Area
33.33,63.53,24.12,1009.36,158.33,-100,2026-01-20T21:26:44.027335,Hostel Area
33.33,63.47,24.12,1009.36,158.18,-100,2026-01-20T21:26:48.388103,Hostel Area
24.07,63.29,24.12,1009.37,159.4,-101,2026-01-20T21:26:52.745950,Hostel Area
42.59,63.07,24.13,1009.36,160.78,-101,2026-01-20T21:26:57.097974,Hostel Area
24.07,62.93,24.13,1009.36,159.85,-101,2026-01-20T21:27:01.455760,Hostel Area
33.33,62.95,24.14,1009.37,158.33,-100,2026-01-20T21:27:05.813502,Hostel Area
24.07,63.07,24.14,1009.36,158.48,-101,2026-01-20T21:27:10.168861,Hostel Area
42.59,63.19,24.14,1009.36,157.43,-101,2026-01-20T21:27:14.528072,Hostel Area
33.33,63.38,24.14,1009.35,158.03,-101,2026-01-20T21:27:19.017307,Hostel Area
33.33,63.37,24.15,1009.37,156.84,-101,2026-01-20T21:27:23.373526,Hostel Area
42.59,63.47,24.15,1009.37,155.37,-101,2026-01-20T21:27:27.730862,Hostel Area
42.59,63.59,24.15,1009.37,158.33,-101,2026-01-20T21:27:32.088824,Hostel Area
51.85,63.4,24.15,1009.37,158.63,-101,2026-01-20T21:27:36.444457,Hostel Area
33.33,63.26,24.15,1009.37,158.63,-101,2026-01-20T21:27:40.801645,Hostel Area
42.59,63.17,24.15,1009.36,158.18,-101,2026-01-20T21:27:45.158903,Hostel Area
42.59,63.06,24.15,1009.37,159.09,-101,2026-01-20T21:27:49.516671,Hostel Area
98.15,62.93,24.15,1009.36,158.63,-101,2026-01-20T21:27:53.873527,Hostel Area
33.33,63.0,24.16,1009.37,159.24,-101,2026-01-20T21:27:58.230752,Hostel Area
0.0,63.0,24.15,1009.36,158.33,-102,2026-01-20T21:28:02.587812,Hostel Area
33.33,62.92,24.15,1009.36,158.63,-102,2026-01-20T21:28:06.944059,Hostel Area
24.07,63.01,24.15,1009.36,158.33,-101,2026-01-20T21:28:11.301534,Hostel Area
0.0,63.15,24.15,1009.36,158.33,-102,2026-01-20T21:28:15.658800,Hostel Area
42.59,63.17,24.15,1009.36,158.63,-102,2026-01-20T21:28:20.015162,Hostel Area
33.33,63.14,24.15,1009.36,158.18,-102,2026-01-20T21:28:24.372596,Hostel Area
0.0,63.21,24.15,1009.37,158.18,-101,2026-01-20T21:28:28.730193,Hostel Area
125.93,63.27,24.15,1009.38,157.14,-101,2026-01-20T21:28:33.087479,Hostel Area
33.33,63.26,24.15,1009.38,158.33,-102,2026-01-20T21:28:37.444777,Hostel Area
33.33,63.18,24.15,1009.39,158.63,-102,2026-01-20T21:28:41.801346,Hostel Area
33.33,63.02,24.14,1009.37,159.09,-102,2026-01-20T21:28:46.157763,Hostel Area
33.33,62.9,24.14,1009.36,158.79,-102,2026-01-20T21:28:50.516708,Hostel Area
33.33,62.79,24.14,1009.38,159.24,-102,2026-01-20T21:28:54.873937,Hostel Area
33.33,62.7,24.14,1009.37,159.55,-102,2026-01-20T21:28:59.230395,Hostel Area
33.33,62.64,24.14,1009.38,159.24,-102,2026-01-20T21:29:03.587913,Hostel Area
33.33,62.87,24.14,1009.39,158.63,-102,2026-01-20T21:29:07.944375,Hostel Area
42.59,63.1,24.14,1009.37,158.63,-102,2026-01-20T21:29:12.301817,Hostel Area
33.33,63.1,24.14,1009.39,159.4,-102,2026-01-20T21:29:16.658519,Hostel Area
70.37,62.95,24.14,1009.38,159.85,-102,2026-01-20T21:29:21.016043,Hostel Area
33.33,62.83,24.14,1009.37,159.55,-102,2026-01-20T21:29:25.372668,Hostel Area
33.33,62.82,24.14,1009.36,159.09,-102,2026-01-20T21:29:29.731036,Hostel Area
98.15,62.93,24.14,1009.38,159.4,-102,2026-01-20T21:29:34.087133,Hostel Area
0.0,62.85,24.13,1009.36,160.78,-102,2026-01-20T21:29:38.444546,Hostel Area
0.0,62.72,24.13,1009.37,160.47,-102,2026-01-20T21:29:42.801452,Hostel Area
33.33,62.7,24.13,1009.36,159.4,-102,2026-01-20T21:29:47.158384,Hostel Area
0.0,62.81,24.13,1009.37,159.24,-102,2026-01-20T21:29:51.515386,Hostel Area
0.0,63.14,24.13,1009.37,157.88,-103,2026-01-20T21:29:55.872982,Hostel Area
98.15,63.47,24.13,1009.38,158.94,-102,2026-01-20T21:30:00.228623,Hostel Area
107.41,63.42,24.13,1009.37,159.09,-102,2026-01-20T21:30:04.587736,Hostel Area
51.85,63.16,24.13,1009.37,159.09,-103,2026-01-20T21:30:08.943949,Hostel Area
33.33,63.01,24.13,1009.38,159.55,-103,2026-01-20T21:30:13.301331,Hostel Area
0.0,63.06,24.13,1009.38,157.88,-103,2026-01-20T21:30:17.657924,Hostel Area
33.33,63.09,24.12,1009.38,158.33,-103,2026-01-20T21:30:22.015454,Hostel Area
24.07,62.91,24.12,1009.39,160.47,-103,2026-01-20T21:30:26.372851,Hostel Area
42.59,62.78,24.12,1009.37,159.7,-103,2026-01-20T21:30:30.728879,Hostel Area
24.07,62.72,24.12,1009.38,159.24,-103,2026-01-20T21:30:35.088299,Hostel Area
0.0,62.67,24.11,1009.38,159.09,-103,2026-01-20T21:30:39.444443,Hostel Area
33.33,62.63,24.11,1009.38,158.79,-103,2026-01-20T21:30:43.801475,Hostel Area
42.59,62.59,24.11,1009.38,158.48,-103,2026-01-20T21:30:48.158818,Hostel Area
33.33,62.59,24.1,1009.38,159.24,-103,2026-01-20T21:30:52.515663,Hostel Area
14.81,62.74,24.1,1009.38,158.48,-103,2026-01-20T21:30:56.872705,Hostel Area
24.07,63.01,24.1,1009.39,158.03,-103,2026-01-20T21:31:01.229454,Hostel Area
14.81,63.17,24.09,1009.38,158.63,-103,2026-01-20T21:31:05.586921,Hostel Area
33.33,63.06,24.09,1009.38,158.94,-103,2026-01-20T21:31:09.945148,Hostel Area
24.07,62.95,24.08,1009.38,160.32,-103,2026-01-20T21:31:14.301450,Hostel Area
5.56,62.79,24.08,1009.38,159.7,-103,2026-01-20T21:31:18.658841,Hostel Area
33.33,62.81,24.08,1009.37,158.03,-103,2026-01-20T21:31:23.015570,Hostel Area
33.33,63.06,24.08,1009.38,157.58,-103,2026-01-20T21:31:27.372876,Hostel Area
107.41,63.21,24.08,1009.38,158.48,-103,2026-01-20T21:31:31.729831,Hostel Area
24.07,63.22,24.08,1009.37,158.18,-103,2026-01-20T21:31:36.087127,Hostel Area
33.33,63.39,24.08,1009.37,157.73,-103,2026-01-20T21:31:40.443554,Hostel Area
33.33,63.51,24.08,1009.38,157.88,-103,2026-01-20T21:31:44.801710,Hostel Area
42.59,63.58,24.07,1009.38,156.4,-103,2026-01-20T21:31:49.158481,Hostel Area
24.07,63.66,24.07,1009.37,158.18,-101,2026-01-20T21:31:53.515727,Hostel Area
33.33,63.47,24.07,1009.37,158.33,-102,2026-01-20T21:31:57.872840,Hostel Area
24.07,63.42,24.07,1009.38,158.18,-102,2026-01-20T21:32:02.230105,Hostel Area
42.59,63.5,24.07,1009.37,158.33,-102,2026-01-20T21:32:06.718378,Hostel Area
42.59,63.47,24.07,1009.37,158.48,-103,2026-01-20T21:32:11.075831,Hostel Area
33.33,63.31,24.06,1009.36,158.79,-103,2026-01-20T21:32:15.432902,Hostel Area
33.33,63.13,24.06,1009.38,158.63,-103,2026-01-20T21:32:19.790339,Hostel Area
33.33,63.03,24.06,1009.38,159.24,-102,2026-01-20T21:32:24.147580,Hostel Area
42.59,62.97,24.06,1009.37,158.94,-103,2026-01-20T21:32:28.504567,Hostel Area
42.59,62.9,24.06,1009.37,158.79,-103,2026-01-20T21:32:32.862360,Hostel Area
14.81,62.85,24.06,1009.36,159.24,-102,2026-01-20T21:32:37.218823,Hostel Area
33.33,62.82,24.06,1009.38,159.24,-102,2026-01-20T21:32:41.575971,Hostel Area
24.07,62.76,24.06,1009.37,159.4,-102,2026-01-20T21:32:45.932357,Hostel Area
42.59,62.68,24.05,1009.36,158.79,-103,2026-01-20T21:32:50.289955,Hostel Area
42.59,62.94,24.05,1009.36,158.48,-103,2026-01-20T21:32:54.647888,Hostel Area
42.59,62.98,24.05,1009.36,158.63,-103,2026-01-20T21:32:59.004902,Hostel Area
42.59,62.92,24.05,1009.37,158.94,-103,2026-01-20T21:33:03.361610,Hostel Area
33.33,62.86,24.04,1009.36,159.55,-103,2026-01-20T21:33:07.718281,Hostel Area
33.33,62.78,24.04,1009.37,158.94,-103,2026-01-20T21:33:12.078172,Hostel Area
125.93,62.75,24.04,1009.37,160.01,-103,2026-01-20T21:33:16.434519,Hostel Area
33.33,62.76,24.04,1009.37,159.7,-103,2026-01-20T21:33:20.790030,Hostel Area
33.33,62.76,24.04,1009.36,159.7,-103,2026-01-20T21:33:25.146911,Hostel Area
42.59,62.77,24.04,1009.35,158.33,-102,2026-01-20T21:33:29.504942,Hostel Area
61.11,62.75,24.04,1009.36,159.24,-102,2026-01-20T21:33:33.860897,Hostel Area
33.33,62.77,24.03,1009.35,158.48,-102,2026-01-20T21:33:38.218029,Hostel Area
33.33,62.81,24.03,1009.36,159.4,-102,2026-01-20T21:33:42.575415,Hostel Area
33.33,62.81,24.03,1009.35,158.79,-102,2026-01-20T21:33:46.933404,Hostel Area
24.07,62.83,24.03,1009.36,158.63,-102,2026-01-20T21:33:51.289465,Hostel Area
107.41,62.87,24.03,1009.36,158.33,-101,2026-01-20T21:33:55.647821,Hostel Area
33.33,63.05,24.03,1009.36,158.63,-101,2026-01-20T21:34:00.004521,Hostel Area
33.33,63.11,24.03,1009.36,158.94,-103,2026-01-20T21:34:04.360347,Hostel Area
42.59,63.06,24.03,1009.36,159.24,-103,2026-01-20T21:34:08.718631,Hostel Area
33.33,63.0,24.03,1009.36,158.48,-103,2026-01-20T21:34:13.075543,Hostel Area
33.33,63.11,24.03,1009.34,157.58,-102,2026-01-20T21:34:17.433359,Hostel Area
33.33,63.38,24.03,1009.36,158.18,-103,2026-01-20T21:34:21.789210,Hostel Area
24.07,63.43,24.03,1009.37,157.28,-104,2026-01-20T21:34:26.146645,Hostel Area
14.81,63.41,24.03,1009.37,157.58,-104,2026-01-20T21:34:30.502457,Hostel Area
33.33,63.5,24.03,1009.36,157.14,-102,2026-01-20T21:34:34.861221,Hostel Area
33.33,63.92,24.03,1009.35,159.09,-98,2026-01-20T21:34:39.218885,Hostel Area
14.81,63.86,24.04,1009.35,159.4,-94,2026-01-20T21:34:43.576062,Hostel Area
14.81,63.69,24.04,1009.34,158.03,-97,2026-01-20T21:34:47.932575,Hostel Area
14.81,63.73,24.05,1009.27,160.32,-96,2026-01-20T21:34:52.290033,Hostel Area
33.33,63.97,24.07,1009.26,160.32,-98,2026-01-20T21:34:56.647703,Hostel Area
0.0,64.07,24.09,1009.25,150.45,-99,2026-01-20T21:35:01.003914,Hostel Area
14.81,64.94,24.12,1009.26,154.08,-100,2026-01-20T21:35:05.361678,Hostel Area
14.81,64.86,24.14,1009.26,159.55,-96,2026-01-20T21:35:09.718702,Hostel Area
33.33,64.08,24.17,1009.27,161.09,-97,2026-01-20T21:35:14.075271,Hostel Area
5.56,63.44,24.19,1009.26,158.63,-97,2026-01-20T21:35:18.432631,Hostel Area
70.37,63.18,24.22,1009.26,157.58,-97,2026-01-20T21:35:22.789821,Hostel Area
5.56,63.09,24.25,1009.25,158.03,-97,2026-01-20T21:35:27.147144,Hostel Area
14.81,62.91,24.27,1009.27,175.74,-97,2026-01-20T21:35:31.504766,Hostel Area
0.0,62.24,24.28,1009.25,179.15,-97,2026-01-20T21:35:35.860539,Hostel Area
5.56,61.56,24.29,1009.25,180.51,-100,2026-01-20T21:35:40.217661,Hostel Area
14.81,61.08,24.29,1009.26,181.69,-99,2026-01-20T21:35:44.576138,Hostel Area
33.33,60.88,24.29,1009.26,181.3,-93,2026-01-20T21:35:48.932383,Hostel Area
5.56,60.76,24.28,1009.26,180.71,-97,2026-01-20T21:35:53.289746,Hostel Area
14.81,60.63,24.27,1009.24,181.49,-95,2026-01-20T21:35:57.647020,Hostel Area
14.81,60.48,24.26,1009.25,182.29,-96,2026-01-20T21:36:02.004358,Hostel Area
14.81,60.34,24.25,1009.24,181.89,-96,2026-01-20T21:36:06.361138,Hostel Area
5.56,60.24,24.23,1009.24,182.09,-96,2026-01-20T21:36:10.718268,Hostel Area
14.81,60.17,24.22,1009.24,182.09,-97,2026-01-20T21:36:15.074921,Hostel Area
33.33,60.4,24.2,1009.23,177.43,-94,2026-01-20T21:36:19.432463,Hostel Area
14.81,61.45,24.19,1009.25,173.18,-95,2026-01-20T21:36:23.789402,Hostel Area
5.56,61.7,24.17,1009.25,178.57,-95,2026-01-20T21:36:28.146546,Hostel Area
24.07,61.2,24.15,1009.26,179.92,-98,2026-01-20T21:36:32.504451,Hostel Area
