AQI,Humidity,Temperature,Pressure,GasResistance,RSSI,Timestamp,Location
42.59,70.77,18.35,1010.27,198.27,-94,2026-01-20T21:54:11.777719,Hostel Area
51.85,70.69,18.34,1010.28,197.79,-94,2026-01-20T21:54:16.134816,Hostel Area
51.85,70.68,18.33,1010.27,199.48,-94,2026-01-20T21:54:20.492118,Hostel Area
33.33,70.7,18.32,1010.27,199.24,-94,2026-01-20T21:54:24.848392,Hostel Area
33.33,70.75,18.32,1010.27,199.97,-94,2026-01-20T21:54:29.205533,Hostel Area
33.33,70.77,18.31,1010.28,198.99,-94,2026-01-20T21:54:33.563610,Hostel Area
51.85,70.81,18.3,1010.28,198.75,-94,2026-01-20T21:54:37.919514,Hostel Area
33.33,70.9,18.3,1010.28,198.03,-94,2026-01-20T21:54:42.276698,Hostel Area
51.85,70.9,18.3,1010.28,199.24,-94,2026-01-20T21:54:46.766894,Hostel Area
33.33,70.86,18.29,1010.27,200.46,-94,2026-01-20T21:54:51.123340,Hostel Area
51.85,70.89,18.29,1010.27,199.72,-94,2026-01-20T21:54:55.480563,Hostel Area
33.33,70.8,18.29,1010.28,198.99,-94,2026-01-20T21:54:59.838561,Hostel Area
14.81,70.72,18.28,1010.28,200.95,-94,2026-01-20T21:55:04.194832,Hostel Area
42.59,70.76,18.28,1010.28,199.24,-94,2026-01-20T21:55:08.552333,Hostel Area
33.33,70.69,18.27,1010.28,201.07,-94,2026-01-20T21:55:12.908301,Hostel Area
42.59,70.51,18.26,1010.27,201.82,-94,2026-01-20T21:55:17.266499,Hostel Area
51.85,70.34,18.25,1010.26,201.82,-94,2026-01-20T21:55:21.623785,Hostel Area
51.85,70.19,18.24,1010.26,201.69,-94,2026-01-20T21:55:25.981007,Hostel Area
33.33,70.02,18.24,1010.27,201.45,-94,2026-01-20T21:55:30.337131,Hostel Area
24.07,69.82,18.23,1010.27,203.45,-94,2026-01-20T21:55:34.694666,Hostel Area
14.81,69.59,18.22,1010.27,204.6,-94,2026-01-20T21:55:39.051454,Hostel Area
51.85,69.36,18.21,1010.27,203.58,-94,2026-01-20T21:55:43.409423,Hostel Area
51.85,69.29,18.21,1010.27,204.09,-94,2026-01-20T21:55:47.768369,Hostel Area
51.85,69.19,18.2,1010.28,205.37,-94,2026-01-20T21:55:52.123826,Hostel Area
70.37,69.08,18.18,1010.27,204.98,-94,2026-01-20T21:55:56.480463,Hostel Area
33.33,69.02,18.17,1010.27,205.37,-94,2026-01-20T21:56:00.837135,Hostel Area
33.33,69.05,18.16,1010.28,204.98,-94,2026-01-20T21:56:05.195244,Hostel Area
51.85,69.14,18.14,1010.29,203.32,-94,2026-01-20T21:56:09.552594,Hostel Area
33.33,69.28,18.13,1010.29,203.83,-94,2026-01-20T21:56:13.909500,Hostel Area
42.59,69.34,18.12,1010.29,204.98,-94,2026-01-20T21:56:18.266704,Hostel Area
51.85,69.32,18.11,1010.3,205.37,-94,2026-01-20T21:56:22.622412,Hostel Area
51.85,69.36,18.1,1010.29,204.6,-94,2026-01-20T21:56:26.981085,Hostel Area
33.33,69.53,18.09,1010.29,204.34,-94,2026-01-20T21:56:31.336938,Hostel Area
42.59,69.74,18.08,1010.28,204.09,-94,2026-01-20T21:56:35.695048,Hostel Area
51.85,69.93,18.07,1010.28,203.58,-94,2026-01-20T21:56:40.052698,Hostel Area
33.33,70.05,18.06,1010.3,204.85,-94,2026-01-20T21:56:44.408803,Hostel Area
33.33,70.06,18.04,1010.29,205.11,-94,2026-01-20T21:56:48.766485,Hostel Area
33.33,70.1,18.03,1010.3,205.5,-94,2026-01-20T21:56:53.124133,Hostel Area
33.33,70.45,18.03,1010.29,204.09,-94,2026-01-20T21:56:57.479924,Hostel Area
51.85,70.77,18.02,1010.29,202.95,-94,2026-01-20T21:57:01.837326,Hostel Area
14.81,71.03,18.01,1010.29,201.69,-94,2026-01-20T21:57:06.194838,Hostel Area
33.33,71.35,18.0,1010.29,201.32,-94,2026-01-20T21:57:10.551206,Hostel Area
42.59,71.69,18.0,1010.29,200.46,-94,2026-01-20T21:57:14.908856,Hostel Area
42.59,71.97,18.0,1010.29,200.83,-94,2026-01-20T21:57:19.265528,Hostel Area
33.33,72.25,18.0,1010.29,201.07,-94,2026-01-20T21:57:23.623045,Hostel Area
33.33,72.61,18.0,1010.29,199.85,-94,2026-01-20T21:57:27.980376,Hostel Area
33.33,72.9,18.01,1010.29,198.99,-94,2026-01-20T21:57:32.336995,Hostel Area
42.59,73.1,18.01,1010.29,199.85,-94,2026-01-20T21:57:36.693910,Hostel Area
33.33,73.22,18.02,1010.29,199.6,-94,2026-01-20T21:57:41.052438,Hostel Area
33.33,73.18,18.03,1010.29,198.75,-94,2026-01-20T21:57:45.409446,Hostel Area
42.59,73.09,18.03,1010.28,198.63,-94,2026-01-20T21:57:49.766291,Hostel Area
24.07,72.92,18.04,1010.28,199.97,-94,2026-01-20T21:57:54.123620,Hostel Area
33.33,72.76,18.05,1010.29,200.34,-94,2026-01-20T21:57:58.480100,Hostel Area
51.85,72.7,18.06,1010.28,199.97,-94,2026-01-20T21:58:02.838254,Hostel Area
42.59,72.74,18.06,1010.29,200.34,-94,2026-01-20T21:58:07.194735,Hostel Area
14.81,72.77,18.07,1010.28,199.6,-94,2026-01-20T21:58:11.551157,Hostel Area
24.07,72.83,18.07,1010.29,199.24,-94,2026-01-20T21:58:15.909058,Hostel Area
33.33,73.02,18.08,1010.28,198.99,-94,2026-01-20T21:58:20.267348,Hostel Area
51.85,73.26,18.08,1010.28,198.27,-94,2026-01-20T21:58:24.623218,Hostel Area
33.33,73.36,18.09,1010.28,198.99,-94,2026-01-20T21:58:28.980004,Hostel Area
33.33,73.38,18.09,1010.28,198.87,-94,2026-01-20T21:58:33.336988,Hostel Area
5.56,73.42,18.1,1010.28,198.27,-94,2026-01-20T21:58:37.694229,Hostel Area
42.59,73.53,18.11,1010.28,197.67,-94,2026-01-20T21:58:42.052238,Hostel Area
24.07,73.68,18.12,1010.29,197.19,-94,2026-01-20T21:58:46.408468,Hostel Area
33.33,73.66,18.13,1010.27,197.91,-94,2026-01-20T21:58:50.765577,Hostel Area
33.33,73.49,18.13,1010.27,198.39,-94,2026-01-20T21:58:55.123742,Hostel Area
33.33,73.34,18.13,1010.26,199.24,-94,2026-01-20T21:58:59.480217,Hostel Area
33.33,73.11,18.14,1010.28,199.72,-94,2026-01-20T21:59:03.837444,Hostel Area
33.33,72.87,18.14,1010.26,200.09,-94,2026-01-20T21:59:08.193794,Hostel Area
42.59,72.71,18.14,1010.27,199.11,-94,2026-01-20T21:59:12.551640,Hostel Area
24.07,72.67,18.14,1010.26,199.48,-94,2026-01-20T21:59:16.908922,Hostel Area
42.59,72.75,18.14,1010.24,200.34,-94,2026-01-20T21:59:21.266054,Hostel Area
42.59,72.76,18.14,1010.27,199.85,-94,2026-01-20T21:59:25.623488,Hostel Area
24.07,72.68,18.14,1010.27,199.85,-94,2026-01-20T21:59:29.980480,Hostel Area
42.59,72.51,18.14,1010.26,200.83,-94,2026-01-20T21:59:34.468922,Hostel Area
33.33,72.54,18.14,1010.26,200.46,-94,2026-01-20T21:59:38.826300,Hostel Area
33.33,72.64,18.15,1010.24,200.95,-94,2026-01-20T21:59:43.184002,Hostel Area
33.33,72.63,18.15,1010.25,199.11,-94,2026-01-20T21:59:47.540948,Hostel Area
33.33,72.7,18.15,1010.24,199.6,-94,2026-01-20T21:59:51.897893,Hostel Area
51.85,72.61,18.16,1010.25,199.36,-94,2026-01-20T21:59:56.255653,Hostel Area
24.07,72.69,18.16,1010.24,200.21,-94,2026-01-20T22:00:00.612410,Hostel Area
33.33,72.79,18.16,1010.24,199.24,-94,2026-01-20T22:00:04.968587,Hostel Area
33.33,72.89,18.16,1010.24,200.09,-94,2026-01-20T22:00:09.327139,Hostel Area
33.33,72.95,18.16,1010.24,200.46,-94,2026-01-20T22:00:13.683576,Hostel Area
24.07,73.05,18.16,1010.24,199.48,-94,2026-01-20T22:00:18.041634,Hostel Area
33.33,73.08,18.16,1010.24,199.36,-94,2026-01-20T22:00:22.398238,Hostel Area
51.85,73.19,18.17,1010.24,198.75,-94,2026-01-20T22:00:26.755421,Hostel Area
33.33,73.34,18.17,1010.24,199.11,-94,2026-01-20T22:00:31.111485,Hostel Area
42.59,73.48,18.17,1010.23,198.87,-94,2026-01-20T22:00:35.469201,Hostel Area
14.81,73.64,18.18,1010.23,197.79,-94,2026-01-20T22:00:39.827098,Hostel Area
33.33,73.78,18.18,1010.24,196.96,-94,2026-01-20T22:00:44.183135,Hostel Area
42.59,73.87,18.19,1010.23,198.51,-94,2026-01-20T22:00:48.541268,Hostel Area
24.07,73.93,18.19,1010.23,198.63,-94,2026-01-20T22:00:52.898427,Hostel Area
14.81,74.0,18.2,1010.23,196.84,-94,2026-01-20T22:00:57.255037,Hostel Area
42.59,74.24,18.21,1010.23,197.19,-94,2026-01-20T22:01:01.612473,Hostel Area
14.81,74.41,18.22,1010.23,196.48,-94,2026-01-20T22:01:05.969129,Hostel Area
42.59,74.61,18.24,1010.23,196.01,-94,2026-01-20T22:01:10.327656,Hostel Area
33.33,74.59,18.25,1010.23,196.01,-94,2026-01-20T22:01:14.683230,Hostel Area
51.85,74.61,18.26,1010.24,196.24,-94,2026-01-20T22:01:19.040531,Hostel Area
33.33,74.6,18.27,1010.24,195.66,-94,2026-01-20T22:01:23.397873,Hostel Area
33.33,74.57,18.29,1010.24,196.36,-94,2026-01-20T22:01:27.754811,Hostel Area
70.37,74.63,18.3,1010.24,194.96,-94,2026-01-20T22:01:32.112087,Hostel Area
33.33,74.68,18.31,1010.23,195.42,-94,2026-01-20T22:01:36.469474,Hostel Area
51.85,74.59,18.32,1010.24,196.13,-94,2026-01-20T22:01:40.825993,Hostel Area
33.33,74.51,18.33,1010.24,195.19,-94,2026-01-20T22:01:45.183446,Hostel Area
42.59,74.45,18.34,1010.25,195.54,-94,2026-01-20T22:01:49.540709,Hostel Area
98.15,74.5,18.35,1010.24,195.07,-94,2026-01-20T22:01:53.898020,Hostel Area
42.59,74.67,18.36,1010.24,194.84,-94,2026-01-20T22:01:58.256375,Hostel Area
33.33,74.75,18.37,1010.24,194.26,-94,2026-01-20T22:02:02.612456,Hostel Area
24.07,74.64,18.38,1010.25,194.96,-94,2026-01-20T22:02:06.969441,Hostel Area
33.33,74.47,18.38,1010.23,195.66,-94,2026-01-20T22:02:11.326056,Hostel Area
51.85,74.31,18.39,1010.25,195.07,-94,2026-01-20T22:02:15.683483,Hostel Area
42.59,74.37,18.41,1010.25,194.73,-94,2026-01-20T22:02:20.040355,Hostel Area
33.33,74.36,18.42,1010.26,195.66,-94,2026-01-20T22:02:24.398123,Hostel Area
51.85,74.03,18.43,1010.24,196.48,-95,2026-01-20T22:02:28.755199,Hostel Area
24.07,73.6,18.44,1010.25,197.07,-95,2026-01-20T22:02:33.112200,Hostel Area
33.33,73.28,18.46,1010.26,196.96,-94,2026-01-20T22:02:37.468808,Hostel Area
5.56,72.94,18.48,1010.26,197.67,-94,2026-01-20T22:02:41.825798,Hostel Area
51.85,72.65,18.49,1010.25,197.43,-94,2026-01-20T22:02:46.184031,Hostel Area
33.33,72.51,18.51,1010.25,198.03,-94,2026-01-20T22:02:50.540959,Hostel Area
51.85,72.31,18.52,1010.26,199.11,-94,2026-01-20T22:02:54.898929,Hostel Area
42.59,71.93,18.53,1010.26,199.72,-94,2026-01-20T22:02:59.255334,Hostel Area
24.07,71.67,18.53,1010.25,199.36,-94,2026-01-20T22:03:03.612929,Hostel Area
33.33,71.48,18.54,1010.26,200.09,-94,2026-01-20T22:03:07.969241,Hostel Area
33.33,71.36,18.55,1010.26,198.99,-94,2026-01-20T22:03:12.325648,Hostel Area
33.33,71.26,18.55,1010.25,200.46,-94,2026-01-20T22:03:16.683206,Hostel Area
51.85,71.17,18.56,1010.26,200.46,-94,2026-01-20T22:03:21.040358,Hostel Area
33.33,71.09,18.56,1010.26,199.85,-94,2026-01-20T22:03:25.398168,Hostel Area
33.33,71.08,18.57,1010.26,199.48,-95,2026-01-20T22:03:29.755823,Hostel Area
24.07,71.16,18.58,1010.25,199.11,-94,2026-01-20T22:03:34.112244,Hostel Area
5.56,71.26,18.58,1010.26,198.99,-94,2026-01-20T22:03:38.469158,Hostel Area
33.33,71.32,18.59,1010.25,198.39,-94,2026-01-20T22:03:42.826931,Hostel Area
42.59,71.39,18.59,1010.25,198.27,-94,2026-01-20T22:03:47.182735,Hostel Area
24.07,71.46,18.6,1010.26,198.51,-94,2026-01-20T22:03:51.540668,Hostel Area
33.33,71.49,18.61,1010.26,198.39,-94,2026-01-20T22:03:55.897836,Hostel Area
14.81,71.57,18.61,1010.26,196.72,-94,2026-01-20T22:04:00.254995,Hostel Area
42.59,71.61,18.62,1010.27,196.72,-94,2026-01-20T22:04:04.612370,Hostel Area
61.11,71.63,18.62,1010.26,197.19,-94,2026-01-20T22:04:08.968476,Hostel Area
24.07,71.66,18.63,1010.26,196.96,-94,2026-01-20T22:04:13.326486,Hostel Area
33.33,71.7,18.63,1010.27,197.19,-94,2026-01-20T22:04:17.683065,Hostel Area
144.44,71.67,18.64,1010.26,197.07,-94,2026-01-20T22:04:22.173594,Hostel Area
33.33,71.77,18.64,1010.26,196.72,-94,2026-01-20T22:04:26.529826,Hostel Area
33.33,71.99,18.65,1010.26,196.36,-94,2026-01-20T22:04:30.887096,Hostel Area
33.33,72.09,18.66,1010.25,195.31,-94,2026-01-20T22:04:35.244286,Hostel Area
42.59,72.17,18.67,1010.25,195.89,-94,2026-01-20T22:04:39.601710,Hostel Area
42.59,72.17,18.67,1010.24,195.77,-94,2026-01-20T22:04:43.958032,Hostel Area
33.33,72.17,18.68,1010.24,194.96,-94,2026-01-20T22:04:48.316036,Hostel Area
14.81,72.22,18.69,1010.24,195.31,-94,2026-01-20T22:04:52.673128,Hostel Area
33.33,72.17,18.7,1010.25,195.66,-94,2026-01-20T22:04:57.029915,Hostel Area
33.33,72.03,18.7,1010.24,195.77,-94,2026-01-20T22:05:01.387079,Hostel Area
51.85,71.89,18.71,1010.24,196.48,-94,2026-01-20T22:05:05.744558,Hostel Area
33.33,71.83,18.72,1010.26,196.01,-94,2026-01-20T22:05:10.101101,Hostel Area
33.33,71.72,18.72,1010.25,195.89,-94,2026-01-20T22:05:14.458376,Hostel Area
42.59,71.64,18.72,1010.27,195.66,-94,2026-01-20T22:05:18.814923,Hostel Area
42.59,71.61,18.72,1010.26,196.48,-94,2026-01-20T22:05:23.171977,Hostel Area
33.33,71.64,18.72,1010.25,196.36,-94,2026-01-20T22:05:27.529907,Hostel Area
33.33,71.75,18.72,1010.24,195.07,-94,2026-01-20T22:05:31.887355,Hostel Area
14.81,71.85,18.72,1010.25,195.42,-94,2026-01-20T22:05:36.244592,Hostel Area
51.85,71.87,18.72,1010.26,195.19,-94,2026-01-20T22:05:40.601611,Hostel Area
42.59,71.96,18.72,1010.26,194.73,-94,2026-01-20T22:05:44.958310,Hostel Area
24.07,72.04,18.72,1010.26,193.57,-94,2026-01-20T22:05:49.314152,Hostel Area
24.07,72.17,18.72,1010.27,193.46,-94,2026-01-20T22:05:53.672455,Hostel Area
42.59,72.35,18.72,1010.25,192.89,-94,2026-01-20T22:05:58.029551,Hostel Area
42.59,72.39,18.72,1010.27,194.15,-94,2026-01-20T22:06:02.387137,Hostel Area
42.59,72.31,18.71,1010.26,193.8,-94,2026-01-20T22:06:06.744016,Hostel Area
42.59,72.24,18.72,1010.26,194.03,-94,2026-01-20T22:06:11.101960,Hostel Area
42.59,72.13,18.72,1010.26,196.36,-94,2026-01-20T22:06:15.457494,Hostel Area
51.85,71.5,18.71,1010.26,198.27,-94,2026-01-20T22:06:19.815013,Hostel Area
51.85,70.71,18.7,1010.25,198.63,-94,2026-01-20T22:06:24.171175,Hostel Area
33.33,70.41,18.7,1010.25,198.51,-94,2026-01-20T22:06:28.529082,Hostel Area
42.59,70.37,18.7,1010.25,198.75,-94,2026-01-20T22:06:32.886564,Hostel Area
33.33,70.34,18.69,1010.27,198.27,-94,2026-01-20T22:06:37.244361,Hostel Area
42.59,70.38,18.68,1010.27,197.91,-94,2026-01-20T22:06:41.601257,Hostel Area
33.33,70.42,18.67,1010.27,199.72,-94,2026-01-20T22:06:45.958923,Hostel Area
51.85,70.36,18.65,1010.28,199.6,-94,2026-01-20T22:06:50.314997,Hostel Area
24.07,70.39,18.65,1010.29,197.91,-94,2026-01-20T22:06:54.672591,Hostel Area
33.33,70.6,18.64,1010.29,197.31,-94,2026-01-20T22:06:59.029292,Hostel Area
0.0,70.83,18.63,1010.28,195.54,-94,2026-01-20T22:07:03.386830,Hostel Area
33.33,71.23,18.63,1010.27,194.15,-94,2026-01-20T22:07:07.744445,Hostel Area
42.59,71.75,18.63,1010.28,192.55,-94,2026-01-20T22:07:12.101065,Hostel Area
14.81,72.18,18.63,1010.27,193.0,-94,2026-01-20T22:07:16.458000,Hostel Area
0.0,72.43,18.62,1010.28,192.77,-94,2026-01-20T22:07:20.815118,Hostel Area
33.33,72.7,18.63,1010.28,191.42,-94,2026-01-20T22:07:25.172169,Hostel Area
24.07,73.05,18.63,1010.28,190.41,-94,2026-01-20T22:07:29.529424,Hostel Area
33.33,73.48,18.64,1010.28,191.2,-94,2026-01-20T22:07:33.886136,Hostel Area
33.33,73.7,18.65,1010.27,189.97,-94,2026-01-20T22:07:38.243790,Hostel Area
14.81,73.66,18.66,1010.28,189.64,-94,2026-01-20T22:07:42.600220,Hostel Area
33.33,73.77,18.67,1010.27,190.64,-94,2026-01-20T22:07:46.958329,Hostel Area
51.85,73.8,18.69,1010.25,189.86,-94,2026-01-20T22:07:51.315607,Hostel Area
33.33,73.8,18.7,1010.26,188.98,-94,2026-01-20T22:07:55.671420,Hostel Area
24.07,73.79,18.71,1010.25,189.2,-94,2026-01-20T22:08:00.029328,Hostel Area
42.59,73.76,18.72,1010.26,188.77,-94,2026-01-20T22:08:04.386444,Hostel Area
33.33,73.83,18.73,1010.25,189.09,-94,2026-01-20T22:08:08.744308,Hostel Area
24.07,73.86,18.74,1010.25,188.22,-94,2026-01-20T22:08:13.100396,Hostel Area
33.33,73.79,18.75,1010.24,189.53,-94,2026-01-20T22:08:17.457697,Hostel Area
33.33,73.78,18.76,1010.24,187.9,-94,2026-01-20T22:08:21.814862,Hostel Area
33.33,73.79,18.77,1010.24,188.88,-94,2026-01-20T22:08:26.173969,Hostel Area
24.07,73.84,18.78,1010.24,188.01,-94,2026-01-20T22:08:30.529102,Hostel Area
51.85,73.91,18.79,1010.24,187.36,-94,2026-01-20T22:08:34.886715,Hostel Area
33.33,73.95,18.8,1010.24,187.15,-94,2026-01-20T22:08:39.244671,Hostel Area
33.33,73.94,18.81,1010.24,187.68,-94,2026-01-20T22:08:43.600998,Hostel Area
24.07,73.88,18.82,1010.25,187.47,-94,2026-01-20T22:08:47.957782,Hostel Area
24.07,73.84,18.83,1010.25,188.11,-94,2026-01-20T22:08:52.315184,Hostel Area
42.59,73.77,18.84,1010.24,188.01,-94,2026-01-20T22:08:56.672610,Hostel Area
42.59,73.65,18.84,1010.22,188.77,-94,2026-01-20T22:09:01.029716,Hostel Area
51.85,73.58,18.84,1010.24,188.44,-94,2026-01-20T22:09:05.386719,Hostel Area
51.85,73.54,18.85,1010.24,188.22,-94,2026-01-20T22:09:09.878378,Hostel Area
42.59,73.45,18.85,1010.23,188.55,-94,2026-01-20T22:09:14.233175,Hostel Area
51.85,73.34,18.86,1010.24,188.33,-94,2026-01-20T22:09:18.591227,Hostel Area
0.0,73.13,18.86,1010.24,191.42,-94,2026-01-20T22:09:22.947254,Hostel Area
24.07,72.67,18.86,1010.23,191.2,-94,2026-01-20T22:09:27.304577,Hostel Area
0.0,72.35,18.87,1010.24,191.31,-94,2026-01-20T22:09:31.660602,Hostel Area
33.33,72.23,18.87,1010.23,190.75,-94,2026-01-20T22:09:36.018572,Hostel Area
24.07,72.27,18.87,1010.22,190.41,-94,2026-01-20T22:09:40.374711,Hostel Area
33.33,72.31,18.88,1010.23,190.97,-94,2026-01-20T22:09:44.734394,Hostel Area
42.59,72.37,18.88,1010.23,190.08,-94,2026-01-20T22:09:49.090113,Hostel Area
24.07,72.33,18.88,1010.23,190.3,-94,2026-01-20T22:09:53.447996,Hostel Area
14.81,72.29,18.89,1010.22,190.41,-94,2026-01-20T22:09:57.804217,Hostel Area
24.07,72.27,18.89,1010.22,189.75,-94,2026-01-20T22:10:02.162065,Hostel Area
24.07,72.42,18.9,1010.22,189.97,-94,2026-01-20T22:10:06.518293,Hostel Area
33.33,72.46,18.91,1010.22,190.53,-94,2026-01-20T22:10:10.876226,Hostel Area
14.81,72.29,18.91,1010.21,191.76,-94,2026-01-20T22:10:15.233336,Hostel Area
42.59,72.03,18.91,1010.22,191.87,-94,2026-01-20T22:10:19.589951,Hostel Area
33.33,71.85,18.91,1010.23,191.31,-94,2026-01-20T22:10:23.947078,Hostel Area
33.33,71.73,18.91,1010.21,191.76,-94,2026-01-20T22:10:28.304924,Hostel Area
42.59,71.63,18.92,1010.23,192.66,-94,2026-01-20T22:10:32.660654,Hostel Area
33.33,71.53,18.92,1010.23,192.66,-94,2026-01-20T22:10:37.018009,Hostel Area
42.59,71.48,18.92,1010.23,191.87,-94,2026-01-20T22:10:41.375788,Hostel Area
33.33,71.64,18.92,1010.22,191.08,-94,2026-01-20T22:10:45.733175,Hostel Area
33.33,71.78,18.93,1010.23,190.86,-94,2026-01-20T22:10:50.091743,Hostel Area
33.33,71.83,18.93,1010.22,191.64,-94,2026-01-20T22:10:54.446828,Hostel Area
24.07,71.81,18.93,1010.22,191.31,-94,2026-01-20T22:10:58.804407,Hostel Area
24.07,71.71,18.93,1010.24,192.21,-94,2026-01-20T22:11:03.160742,Hostel Area
14.81,71.51,18.94,1010.24,193.8,-94,2026-01-20T22:11:07.518020,Hostel Area
33.33,70.85,18.93,1010.23,197.19,-94,2026-01-20T22:11:11.876273,Hostel Area
14.81,70.03,18.92,1010.23,198.51,-94,2026-01-20T22:11:16.232973,Hostel Area
33.33,69.36,18.92,1010.23,198.51,-94,2026-01-20T22:11:20.589803,Hostel Area
33.33,68.97,18.91,1010.23,199.85,-94,2026-01-20T22:11:24.947400,Hostel Area
33.33,68.61,18.9,1010.21,200.34,-94,2026-01-20T22:11:29.305026,Hostel Area
