AQI,Humidity,Temperature,Pressure,GasResistance,RSSI,Timestamp,Location
42.59,68.42,18.89,1010.21,199.97,-94,2026-01-20T22:11:33.661124,Hostel Area
51.85,68.33,18.87,1010.22,200.34,-94,2026-01-20T22:11:38.017823,Hostel Area
42.59,68.3,18.86,1010.22,199.24,-94,2026-01-20T22:11:42.374966,Hostel Area
33.33,68.63,18.85,1010.23,196.13,-94,2026-01-20T22:11:46.732480,Hostel Area
33.33,69.35,18.84,1010.22,195.89,-94,2026-01-20T22:11:51.089429,Hostel Area
42.59,70.03,18.83,1010.21,193.57,-94,2026-01-20T22:11:55.447193,Hostel Area
33.33,70.77,18.82,1010.21,192.77,-94,2026-01-20T22:11:59.804783,Hostel Area
33.33,71.39,18.82,1010.21,191.64,-94,2026-01-20T22:12:04.161245,Hostel Area
14.81,71.73,18.81,1010.21,193.12,-94,2026-01-20T22:12:08.520421,Hostel Area
24.07,71.64,18.8,1010.22,192.66,-94,2026-01-20T22:12:12.874464,Hostel Area
24.07,71.91,18.8,1010.22,191.76,-94,2026-01-20T22:12:17.232555,Hostel Area
33.33,72.23,18.79,1010.22,192.77,-94,2026-01-20T22:12:21.589956,Hostel Area
14.81,72.37,18.79,1010.22,191.08,-94,2026-01-20T22:12:25.947925,Hostel Area
51.85,72.6,18.79,1010.22,191.53,-94,2026-01-20T22:12:30.305008,Hostel Area
14.81,72.8,18.79,1010.22,191.31,-94,2026-01-20T22:12:34.661177,Hostel Area
14.81,72.93,18.79,1010.21,191.76,-94,2026-01-20T22:12:39.018277,Hostel Area
33.33,73.08,18.79,1010.22,190.64,-94,2026-01-20T22:12:43.375434,Hostel Area
33.33,73.17,18.79,1010.22,190.64,-94,2026-01-20T22:12:47.732296,Hostel Area
42.59,73.25,18.8,1010.23,191.08,-94,2026-01-20T22:12:52.089669,Hostel Area
33.33,73.31,18.8,1010.23,190.86,-94,2026-01-20T22:12:56.447507,Hostel Area
14.81,73.42,18.81,1010.22,190.19,-94,2026-01-20T22:13:00.804241,Hostel Area
33.33,73.52,18.81,1010.23,190.41,-94,2026-01-20T22:13:05.160913,Hostel Area
51.85,73.59,18.82,1010.23,190.53,-94,2026-01-20T22:13:09.518166,Hostel Area
24.07,73.63,18.83,1010.23,190.19,-94,2026-01-20T22:13:13.874742,Hostel Area
33.33,73.64,18.83,1010.23,190.08,-94,2026-01-20T22:13:18.232936,Hostel Area
14.81,73.64,18.84,1010.23,189.97,-94,2026-01-20T22:13:22.589403,Hostel Area
33.33,73.64,18.85,1010.23,190.19,-94,2026-01-20T22:13:26.946822,Hostel Area
33.33,73.63,18.85,1010.25,189.75,-94,2026-01-20T22:13:31.304333,Hostel Area
33.33,73.47,18.86,1010.24,190.53,-94,2026-01-20T22:13:35.661431,Hostel Area
42.59,73.08,18.86,1010.25,192.09,-94,2026-01-20T22:13:40.017251,Hostel Area
33.33,72.54,18.86,1010.24,192.43,-94,2026-01-20T22:13:44.375337,Hostel Area
24.07,72.22,18.86,1010.25,193.34,-94,2026-01-20T22:13:48.733405,Hostel Area
33.33,71.93,18.86,1010.25,193.46,-94,2026-01-20T22:13:53.089091,Hostel Area
33.33,71.79,18.87,1010.25,192.89,-94,2026-01-20T22:13:57.578856,Hostel Area
33.33,71.83,18.87,1010.25,193.8,-94,2026-01-20T22:14:01.936025,Hostel Area
14.81,71.65,18.87,1010.24,194.84,-94,2026-01-20T22:14:06.293087,Hostel Area
42.59,71.4,18.86,1010.25,194.73,-94,2026-01-20T22:14:10.649706,Hostel Area
33.33,71.26,18.86,1010.25,194.61,-94,2026-01-20T22:14:15.007046,Hostel Area
33.33,71.24,18.86,1010.24,193.92,-94,2026-01-20T22:14:19.365627,Hostel Area
24.07,71.46,18.87,1010.26,193.23,-94,2026-01-20T22:14:23.721669,Hostel Area
33.33,71.76,18.87,1010.25,193.92,-94,2026-01-20T22:14:28.078792,Hostel Area
33.33,71.78,18.87,1010.26,193.46,-94,2026-01-20T22:14:32.436001,Hostel Area
51.85,71.77,18.88,1010.25,193.46,-94,2026-01-20T22:14:36.791648,Hostel Area
24.07,71.73,18.88,1010.25,194.38,-94,2026-01-20T22:14:41.150342,Hostel Area
33.33,71.53,18.88,1010.26,194.96,-94,2026-01-20T22:14:45.507073,Hostel Area
24.07,71.17,18.88,1010.25,195.89,-94,2026-01-20T22:14:49.864338,Hostel Area
33.33,70.82,18.88,1010.25,195.89,-94,2026-01-20T22:14:54.221243,Hostel Area
42.59,70.56,18.88,1010.25,196.84,-94,2026-01-20T22:14:58.579120,Hostel Area
42.59,70.34,18.88,1010.26,196.6,-94,2026-01-20T22:15:02.937346,Hostel Area
33.33,70.41,18.88,1010.26,195.77,-94,2026-01-20T22:15:07.293018,Hostel Area
24.07,70.57,18.87,1010.25,195.31,-94,2026-01-20T22:15:11.650232,Hostel Area
51.85,70.7,18.87,1010.26,194.96,-94,2026-01-20T22:15:16.007357,Hostel Area
51.85,70.85,18.86,1010.24,193.92,-94,2026-01-20T22:15:20.363741,Hostel Area
33.33,71.07,18.86,1010.24,194.26,-94,2026-01-20T22:15:24.721071,Hostel Area
24.07,71.19,18.85,1010.26,194.84,-94,2026-01-20T22:15:29.078476,Hostel Area
33.33,71.3,18.85,1010.25,193.46,-94,2026-01-20T22:15:33.435450,Hostel Area
14.81,71.43,18.85,1010.26,194.26,-94,2026-01-20T22:15:37.792956,Hostel Area
14.81,71.48,18.85,1010.24,194.38,-94,2026-01-20T22:15:42.150084,Hostel Area
24.07,71.43,18.85,1010.24,194.96,-94,2026-01-20T22:15:46.506879,Hostel Area
42.59,71.33,18.85,1010.24,196.24,-94,2026-01-20T22:15:50.864642,Hostel Area
42.59,70.97,18.85,1010.25,197.55,-94,2026-01-20T22:15:55.221185,Hostel Area
33.33,70.53,18.85,1010.24,197.91,-94,2026-01-20T22:15:59.579384,Hostel Area
14.81,70.15,18.85,1010.25,199.11,-94,2026-01-20T22:16:03.936646,Hostel Area
24.07,69.89,18.85,1010.24,198.75,-94,2026-01-20T22:16:08.293319,Hostel Area
24.07,69.8,18.84,1010.25,199.11,-94,2026-01-20T22:16:12.650003,Hostel Area
14.81,69.65,18.84,1010.24,200.09,-94,2026-01-20T22:16:17.007103,Hostel Area
33.33,69.41,18.83,1010.25,199.97,-94,2026-01-20T22:16:21.364744,Hostel Area
33.33,69.24,18.83,1010.24,199.6,-94,2026-01-20T22:16:25.721978,Hostel Area
51.85,69.41,18.82,1010.24,198.27,-94,2026-01-20T22:16:30.077625,Hostel Area
33.33,69.69,18.82,1010.24,198.15,-94,2026-01-20T22:16:34.435685,Hostel Area
14.81,69.78,18.81,1010.24,198.99,-94,2026-01-20T22:16:38.792706,Hostel Area
0.0,69.66,18.81,1010.25,199.97,-94,2026-01-20T22:16:43.149024,Hostel Area
51.85,69.46,18.8,1010.23,200.95,-94,2026-01-20T22:16:47.507175,Hostel Area
33.33,69.31,18.8,1010.23,200.83,-95,2026-01-20T22:16:51.863415,Hostel Area
14.81,69.22,18.79,1010.24,200.21,-94,2026-01-20T22:16:56.220906,Hostel Area
5.56,69.33,18.79,1010.23,200.46,-94,2026-01-20T22:17:00.577958,Hostel Area
24.07,69.4,18.79,1010.22,199.72,-94,2026-01-20T22:17:04.934614,Hostel Area
24.07,69.59,18.78,1010.23,198.99,-94,2026-01-20T22:17:09.292907,Hostel Area
42.59,69.85,18.78,1010.22,196.96,-94,2026-01-20T22:17:13.649865,Hostel Area
33.33,70.37,18.78,1010.22,195.77,-94,2026-01-20T22:17:18.007282,Hostel Area
33.33,70.75,18.78,1010.22,196.01,-94,2026-01-20T22:17:22.362843,Hostel Area
5.56,70.92,18.78,1010.22,196.84,-95,2026-01-20T22:17:26.721470,Hostel Area
5.56,70.91,18.78,1010.23,197.19,-94,2026-01-20T22:17:31.078091,Hostel Area
70.37,70.86,18.79,1010.22,195.77,-95,2026-01-20T22:17:35.435801,Hostel Area
42.59,70.94,18.8,1010.23,196.36,-95,2026-01-20T22:17:39.793056,Hostel Area
51.85,70.99,18.8,1010.23,195.19,-95,2026-01-20T22:17:44.149644,Hostel Area
51.85,71.21,18.81,1010.22,194.15,-95,2026-01-20T22:17:48.506872,Hostel Area
70.37,71.47,18.82,1010.22,193.92,-95,2026-01-20T22:17:52.863144,Hostel Area
51.85,71.58,18.82,1010.22,193.57,-94,2026-01-20T22:17:57.221312,Hostel Area
70.37,71.71,18.83,1010.21,192.89,-94,2026-01-20T22:18:01.577663,Hostel Area
70.37,71.79,18.84,1010.21,192.77,-95,2026-01-20T22:18:05.935765,Hostel Area
42.59,71.79,18.84,1010.21,193.12,-94,2026-01-20T22:18:10.292922,Hostel Area
14.81,71.68,18.85,1010.22,194.03,-95,2026-01-20T22:18:14.651090,Hostel Area
42.59,71.6,18.86,1010.22,194.03,-95,2026-01-20T22:18:19.006850,Hostel Area
42.59,71.56,18.86,1010.21,192.55,-95,2026-01-20T22:18:23.363394,Hostel Area
33.33,71.67,18.87,1010.2,192.09,-95,2026-01-20T22:18:27.720191,Hostel Area
51.85,71.71,18.88,1010.21,194.26,-95,2026-01-20T22:18:32.077836,Hostel Area
61.11,71.4,18.88,1010.21,194.49,-94,2026-01-20T22:18:36.434786,Hostel Area
51.85,71.11,18.89,1010.2,196.01,-94,2026-01-20T22:18:40.791943,Hostel Area
51.85,70.74,18.9,1010.2,196.6,-94,2026-01-20T22:18:45.282150,Hostel Area
51.85,70.48,18.91,1010.21,197.31,-94,2026-01-20T22:18:49.637797,Hostel Area
42.59,70.08,18.91,1010.21,198.39,-94,2026-01-20T22:18:53.995755,Hostel Area
42.59,69.51,18.91,1010.2,201.07,-94,2026-01-20T22:18:58.352657,Hostel Area
51.85,68.76,18.91,1010.21,204.6,-94,2026-01-20T22:19:02.710201,Hostel Area
24.07,68.01,18.9,1010.19,205.5,-94,2026-01-20T22:19:07.066636,Hostel Area
51.85,67.39,18.89,1010.2,206.28,-94,2026-01-20T22:19:11.424761,Hostel Area
51.85,66.99,18.87,1010.21,205.11,-94,2026-01-20T22:19:15.781971,Hostel Area
51.85,66.84,18.86,1010.2,204.98,-94,2026-01-20T22:19:20.139403,Hostel Area
107.41,66.88,18.84,1010.19,204.21,-94,2026-01-20T22:19:24.496143,Hostel Area
51.85,67.01,18.82,1010.19,203.71,-94,2026-01-20T22:19:28.852811,Hostel Area
51.85,67.18,18.79,1010.19,203.83,-94,2026-01-20T22:19:33.210433,Hostel Area
33.33,67.24,18.76,1010.19,203.96,-94,2026-01-20T22:19:37.567236,Hostel Area
51.85,67.39,18.73,1010.18,203.2,-94,2026-01-20T22:19:41.925002,Hostel Area
51.85,67.68,18.71,1010.18,202.07,-94,2026-01-20T22:19:46.281792,Hostel Area
51.85,67.98,18.68,1010.18,202.7,-94,2026-01-20T22:19:50.638887,Hostel Area
42.59,68.24,18.66,1010.19,203.58,-94,2026-01-20T22:19:54.996617,Hostel Area
42.59,68.38,18.63,1010.22,203.45,-94,2026-01-20T22:19:59.353308,Hostel Area
51.85,68.48,18.61,1010.2,203.2,-94,2026-01-20T22:20:03.710816,Hostel Area
107.41,68.6,18.58,1010.21,203.32,-94,2026-01-20T22:20:08.067915,Hostel Area
61.11,68.69,18.56,1010.21,203.45,-94,2026-01-20T22:20:12.424792,Hostel Area
61.11,68.79,18.53,1010.21,202.95,-94,2026-01-20T22:20:16.783031,Hostel Area
51.85,69.03,18.52,1010.21,201.2,-94,2026-01-20T22:20:21.139287,Hostel Area
51.85,69.35,18.5,1010.22,201.45,-94,2026-01-20T22:20:25.496191,Hostel Area
42.59,69.48,18.47,1010.21,201.07,-94,2026-01-20T22:20:29.852378,Hostel Area
61.11,69.63,18.45,1010.21,201.57,-94,2026-01-20T22:20:34.210483,Hostel Area
42.59,69.78,18.43,1010.22,201.57,-94,2026-01-20T22:20:38.567948,Hostel Area
51.85,69.91,18.41,1010.21,201.94,-94,2026-01-20T22:20:42.925333,Hostel Area
42.59,70.04,18.39,1010.21,201.82,-94,2026-01-20T22:20:47.280785,Hostel Area
51.85,70.16,18.37,1010.21,201.94,-94,2026-01-20T22:20:51.639244,Hostel Area
51.85,70.26,18.36,1010.2,202.19,-94,2026-01-20T22:20:55.995838,Hostel Area
70.37,70.29,18.34,1010.21,202.7,-94,2026-01-20T22:21:00.352615,Hostel Area
24.07,70.28,18.33,1010.22,202.07,-94,2026-01-20T22:21:04.710257,Hostel Area
51.85,70.25,18.32,1010.22,204.6,-94,2026-01-20T22:21:09.068314,Hostel Area
42.59,70.18,18.3,1010.22,205.37,-94,2026-01-20T22:21:13.425738,Hostel Area
70.37,70.05,18.29,1010.21,206.28,-94,2026-01-20T22:21:17.781061,Hostel Area
33.33,69.87,18.27,1010.22,206.67,-94,2026-01-20T22:21:22.138526,Hostel Area
42.59,69.7,18.26,1010.22,208.12,-94,2026-01-20T22:21:26.496041,Hostel Area
61.11,69.41,18.24,1010.22,209.45,-94,2026-01-20T22:21:30.853000,Hostel Area
51.85,69.13,18.22,1010.22,208.91,-94,2026-01-20T22:21:35.210067,Hostel Area
70.37,69.18,18.2,1010.21,207.98,-94,2026-01-20T22:21:39.567181,Hostel Area
14.81,69.24,18.18,1010.22,208.25,-94,2026-01-20T22:21:43.925057,Hostel Area
51.85,69.28,18.17,1010.23,208.51,-94,2026-01-20T22:21:48.282300,Hostel Area
33.33,69.37,18.15,1010.22,208.25,-94,2026-01-20T22:21:52.639544,Hostel Area
24.07,69.39,18.13,1010.23,210.26,-94,2026-01-20T22:21:56.995860,Hostel Area
51.85,69.35,18.11,1010.26,209.72,-94,2026-01-20T22:22:01.352584,Hostel Area
51.85,69.43,18.09,1010.24,209.72,-94,2026-01-20T22:22:05.710008,Hostel Area
42.59,69.61,18.08,1010.25,208.25,-94,2026-01-20T22:22:10.067542,Hostel Area
33.33,69.76,18.06,1010.24,210.53,-94,2026-01-20T22:22:14.425554,Hostel Area
42.59,69.76,18.05,1010.25,207.72,-94,2026-01-20T22:22:18.781558,Hostel Area
42.59,69.86,18.03,1010.25,206.93,-94,2026-01-20T22:22:23.140345,Hostel Area
33.33,70.11,18.02,1010.25,207.32,-94,2026-01-20T22:22:27.495529,Hostel Area
51.85,70.29,18.01,1010.24,207.45,-94,2026-01-20T22:22:31.852331,Hostel Area
61.11,70.44,18.0,1010.25,206.8,-94,2026-01-20T22:22:36.210110,Hostel Area
33.33,70.64,17.99,1010.25,204.85,-94,2026-01-20T22:22:40.566871,Hostel Area
33.33,70.97,17.98,1010.25,205.76,-94,2026-01-20T22:22:44.924402,Hostel Area
42.59,71.29,17.98,1010.26,204.98,-94,2026-01-20T22:22:49.281011,Hostel Area
42.59,71.44,17.97,1010.25,205.76,-94,2026-01-20T22:22:53.638849,Hostel Area
61.11,71.51,17.96,1010.27,204.73,-94,2026-01-20T22:22:57.995197,Hostel Area
51.85,71.56,17.96,1010.25,202.95,-94,2026-01-20T22:23:02.352650,Hostel Area
42.59,71.82,17.96,1010.27,202.32,-94,2026-01-20T22:23:06.710293,Hostel Area
51.85,72.12,17.96,1010.26,201.82,-94,2026-01-20T22:23:11.067731,Hostel Area
51.85,72.3,17.96,1010.26,203.2,-94,2026-01-20T22:23:15.424348,Hostel Area
172.22,72.38,17.96,1010.26,203.71,-94,2026-01-20T22:23:19.780360,Hostel Area
61.11,72.31,17.97,1010.26,203.71,-94,2026-01-20T22:23:24.138267,Hostel Area
42.59,72.28,17.97,1010.25,202.95,-94,2026-01-20T22:23:28.495760,Hostel Area
14.81,72.37,17.97,1010.26,203.2,-99,2026-01-20T22:23:32.985377,Hostel Area
51.85,72.5,17.98,1010.25,203.83,-103,2026-01-20T22:23:37.343142,Hostel Area
51.85,72.56,17.98,1010.25,202.95,-104,2026-01-20T22:23:41.698307,Hostel Area
51.85,72.63,17.99,1010.24,201.32,-104,2026-01-20T22:23:46.055386,Hostel Area
51.85,72.74,17.99,1010.23,200.95,-104,2026-01-20T22:23:50.414080,Hostel Area
51.85,72.84,18.0,1010.24,200.46,-103,2026-01-20T22:23:54.771820,Hostel Area
51.85,72.97,18.0,1010.24,201.57,-104,2026-01-20T22:23:59.127804,Hostel Area
51.85,73.03,18.01,1010.24,200.95,-104,2026-01-20T22:24:03.484182,Hostel Area
33.33,72.43,18.03,1010.23,203.32,-104,2026-01-20T22:24:25.243988,Hostel Area
42.59,72.2,18.03,1010.24,204.73,-103,2026-01-20T22:24:29.601923,Hostel Area
42.59,71.91,18.03,1010.24,204.85,-104,2026-01-20T22:24:33.958744,Hostel Area
33.33,71.55,18.03,1010.25,206.67,-104,2026-01-20T22:24:38.314010,Hostel Area
42.59,71.2,18.02,1010.25,206.02,-104,2026-01-20T22:24:42.672494,Hostel Area
51.85,71.14,18.02,1010.24,205.63,-104,2026-01-20T22:24:47.029744,Hostel Area
33.33,71.21,18.02,1010.25,206.93,-104,2026-01-20T22:24:51.386902,Hostel Area
51.85,71.25,18.02,1010.23,205.37,-104,2026-01-20T22:24:55.744539,Hostel Area
61.11,71.29,18.02,1010.25,205.76,-104,2026-01-20T22:25:00.101281,Hostel Area
42.59,71.33,18.02,1010.24,205.76,-104,2026-01-20T22:25:04.458686,Hostel Area
51.85,71.35,18.02,1010.26,205.5,-104,2026-01-20T22:25:08.814604,Hostel Area
42.59,71.41,18.01,1010.26,205.11,-104,2026-01-20T22:25:13.172869,Hostel Area
51.85,71.56,18.01,1010.25,205.11,-104,2026-01-20T22:25:17.529765,Hostel Area
51.85,71.71,18.01,1010.25,203.71,-104,2026-01-20T22:25:21.886643,Hostel Area
51.85,71.83,18.01,1010.26,205.11,-104,2026-01-20T22:25:26.244397,Hostel Area
42.59,71.86,18.01,1010.27,204.73,-104,2026-01-20T22:25:30.600485,Hostel Area
51.85,71.99,18.01,1010.26,203.45,-104,2026-01-20T22:25:34.957961,Hostel Area
42.59,72.2,18.01,1010.26,203.58,-104,2026-01-20T22:25:39.315800,Hostel Area
42.59,72.15,18.0,1010.24,203.58,-104,2026-01-20T22:25:43.671938,Hostel Area
42.59,72.18,18.0,1010.25,202.44,-104,2026-01-20T22:25:48.029817,Hostel Area
42.59,72.25,18.0,1010.25,203.07,-104,2026-01-20T22:25:52.387285,Hostel Area
42.59,72.4,18.0,1010.25,201.45,-104,2026-01-20T22:25:56.744914,Hostel Area
51.85,72.61,18.0,1010.25,201.2,-104,2026-01-20T22:26:01.101892,Hostel Area
33.33,72.82,18.0,1010.26,199.97,-104,2026-01-20T22:26:05.458568,Hostel Area
14.81,72.95,18.0,1010.26,200.34,-104,2026-01-20T22:26:09.814597,Hostel Area
33.33,72.93,18.0,1010.25,200.83,-104,2026-01-20T22:26:14.173288,Hostel Area
33.33,72.83,18.0,1010.25,201.69,-104,2026-01-20T22:26:18.529498,Hostel Area
51.85,72.71,18.0,1010.26,202.32,-104,2026-01-20T22:26:22.887659,Hostel Area
61.11,72.62,18.0,1010.25,201.69,-104,2026-01-20T22:26:27.244771,Hostel Area
51.85,72.66,18.0,1010.25,200.7,-104,2026-01-20T22:26:31.601903,Hostel Area
42.59,72.8,18.01,1010.25,200.34,-104,2026-01-20T22:26:35.958479,Hostel Area
42.59,72.95,18.01,1010.24,201.07,-104,2026-01-20T22:26:40.316019,Hostel Area
42.59,73.05,18.01,1010.25,201.57,-104,2026-01-20T22:26:44.673448,Hostel Area
24.07,73.04,18.01,1010.26,201.32,-104,2026-01-20T22:26:49.029295,Hostel Area
33.33,73.0,18.02,1010.25,201.57,-104,2026-01-20T22:26:53.387942,Hostel Area
24.07,72.89,18.02,1010.25,204.47,-104,2026-01-20T22:26:57.744021,Hostel Area
42.59,72.62,18.02,1010.26,204.73,-104,2026-01-20T22:27:02.101288,Hostel Area
51.85,72.24,18.02,1010.25,206.41,-104,2026-01-20T22:27:06.458219,Hostel Area
51.85,71.93,18.03,1010.27,204.47,-104,2026-01-20T22:27:10.815397,Hostel Area
51.85,71.9,18.03,1010.24,204.6,-104,2026-01-20T22:27:15.171107,Hostel Area
24.07,71.85,18.03,1010.25,206.28,-103,2026-01-20T22:27:19.529253,Hostel Area
51.85,71.79,18.03,1010.25,204.98,-104,2026-01-20T22:27:24.019018,Hostel Area
42.59,71.7,18.03,1010.26,205.11,-104,2026-01-20T22:27:28.376073,Hostel Area
42.59,71.59,18.03,1010.24,206.02,-103,2026-01-20T22:27:32.732846,Hostel Area
42.59,71.59,18.03,1010.26,204.47,-103,2026-01-20T22:27:37.089678,Hostel Area
42.59,71.66,18.03,1010.25,204.98,-104,2026-01-20T22:27:41.448294,Hostel Area
33.33,71.78,18.02,1010.24,203.2,-104,2026-01-20T22:27:45.804247,Hostel Area
0.0,72.02,18.02,1010.25,201.45,-105,2026-01-20T22:27:50.161129,Hostel Area
135.19,72.19,18.02,1010.25,204.21,-107,2026-01-20T22:27:54.520013,Hostel Area
70.37,72.07,18.02,1010.24,207.32,-106,2026-01-20T22:27:58.875143,Hostel Area
51.85,71.61,18.01,1010.24,209.58,-107,2026-01-20T22:28:03.233203,Hostel Area
61.11,71.24,18.01,1010.25,207.85,-106,2026-01-20T22:28:07.589626,Hostel Area
70.37,71.21,18.01,1010.24,206.02,-107,2026-01-20T22:28:11.947311,Hostel Area
98.15,71.22,18.0,1010.24,205.76,-107,2026-01-20T22:28:16.304727,Hostel Area
51.85,71.26,18.0,1010.24,205.76,-107,2026-01-20T22:28:20.661746,Hostel Area
70.37,71.45,18.0,1010.23,204.85,-106,2026-01-20T22:28:25.018315,Hostel Area
33.33,71.65,18.0,1010.23,204.85,-107,2026-01-20T22:28:29.376122,Hostel Area
61.11,71.72,18.0,1010.24,204.85,-106,2026-01-20T22:28:33.733150,Hostel Area
42.59,71.71,18.0,1010.23,206.67,-107,2026-01-20T22:28:38.091043,Hostel Area
70.37,71.54,18.0,1010.24,206.41,-107,2026-01-20T22:28:42.446118,Hostel Area
61.11,71.34,18.0,1010.24,208.78,-106,2026-01-20T22:28:46.803710,Hostel Area
70.37,71.22,18.0,1010.25,207.72,-107,2026-01-20T22:28:51.161225,Hostel Area
61.11,70.97,17.99,1010.24,209.58,-107,2026-01-20T22:28:55.517960,Hostel Area
107.41,70.71,17.99,1010.23,209.18,-107,2026-01-20T22:28:59.876903,Hostel Area
0.0,70.57,17.98,1010.23,208.91,-107,2026-01-20T22:29:04.232433,Hostel Area
51.85,70.65,17.98,1010.22,206.41,-107,2026-01-20T22:29:08.590223,Hostel Area
